Probe Name,Annotation,h3k4me3,20191001_cd1_J11_11.RCC,20191001_cd1_J01_01.RCC,20191001_cd1_J03_03.RCC,20191001_cd1_J06_06.RCC,20191001_cd1_J07_07.RCC,20191001_cd2_J14_02.RCC,20191001_cd2_M02_04.RCC,20191001_cd2_M08_10.RCC,20191001_cd2_M09_11.RCC,20191002_cd3_M20_10.RCC,20191002_cd3_M21_11.RCC,20191003_cd4_M32_10.RCC,20191001_cd1_J10_10.RCC,20191001_cd1_J12_12.RCC,20191001_cd1_J02_02.RCC,20191001_cd1_J04_04.RCC,20191001_cd1_J05_05.RCC,20191001_cd1_J08_08.RCC,20191001_cd1_J09_09.RCC,20191001_cd2_J13_01.RCC,20191001_cd2_M10_12.RCC,20191001_cd2_M01_03.RCC,20191001_cd2_M03_05.RCC,20191001_cd2_M04_06.RCC,20191001_cd2_M05_07.RCC,20191001_cd2_M06_08.RCC,20191001_cd2_M07_09.RCC,20191002_cd3_M11_01.RCC,20191002_cd3_M12_02.RCC,20191002_cd3_M13_03.RCC,20191002_cd3_M14_04.RCC,20191002_cd3_M15_05.RCC,20191002_cd3_M16_06.RCC,20191002_cd3_M17_07.RCC,20191002_cd3_M18_08.RCC,20191002_cd3_M19_09.RCC,20191002_cd3_M22_12.RCC,20191003_cd4_M23_01.RCC,20191003_cd4_M24_02.RCC,20191003_cd4_M25_03.RCC,20191003_cd4_M26_04.RCC,20191003_cd4_M27_05.RCC,20191003_cd4_M28_06.RCC,20191003_cd4_M29_07.RCC,20191003_cd4_M30_08.RCC,20191003_cd4_M31_09.RCC,20191003_cd4_M33_11.RCC,20191003_cd4_M34_12.RCC
NUMA1_prmtr.31442,Deniz,loss,94.02,1045.62,225.8,60.45,857.24,471.98,60.25,82.16,166.2,20.47,41.41,68.25,19.67,17.19,15.18,16.36,19.71,20.11,37.16,687.96,15.75,20.32,7.82,46.58,9.96,16.7,11.02,93.87,38.34,48.05,48.99,63.06,39.04,14.4,22.17,25.47,24.06,11.44,26.66,40.7,16.15,36.29,48.09,16.25,23.05,35.75,24.45,35.09
NUMA1_prmtr.31444,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,451.88,332.4,286.6,220.86,81.9,24.59,3.68,10.12,16.36,17.08,9.14,33.44,15.55,275.98,197.48,206.38,58.23,465.64,130.23,485.66,212.25,139.54,381.65,34.7,145.03,184.07,633.77,79.82,165.82,316.25,245,509.9,43.18,712.61,359.95,54.7,4486.53,87.47,36.24,383.43,426.46
OGFOD2_prmtr.17680,Deniz,loss,94.02,1045.62,451.59,181.35,857.24,117.99,120.51,82.16,498.6,225.18,220.86,95.55,49.18,9.82,60.73,24.53,10.51,43.87,26.01,295.4,42.37,43.88,17.2,111.8,37.97,37.57,33.97,96.16,252.68,56.21,36.74,56.75,56.82,21.61,28.09,28.3,44.69,41.61,41.66,40.7,9.87,30.48,30.84,24.37,28.96,19.59,53.6,71.98
OGFOD2_prmtr.17681,Deniz,loss,1833.48,7319.34,5644.88,2297.13,7715.14,2005.89,421.78,554.58,664.8,61.41,1849.68,27.3,181.95,52.8,506.11,5871.79,514.98,663.57,4986.26,99.11,3.75,12.19,14.07,186.34,81.55,81.81,9.64,11.49,309.25,44.42,32.66,63.06,3.83,14.4,35.48,4.53,101.41,17.69,59.99,8.49,4.49,24.67,1.84,6.96,19.5,9.31,7.76,34.19
OMA1_prmtr.44552,Deniz,loss,282.07,1045.62,225.8,120.9,857.24,117.99,120.51,41.08,166.2,122.83,179.45,81.9,54.09,1.23,40.49,32.71,9.2,27.42,40.87,3.89,1.12,1,3.13,18.63,13.7,6.68,7.8,3.45,14.46,6.35,4.08,12.61,2.79,7.2,4.43,2.26,1.72,1.04,8.33,2.83,2.69,15.97,5.14,1.16,1.18,2.94,2.35,2.7
OSBPL1A_prmtr.34241,Deniz,gain,47.01,2091.24,451.59,60.45,857.24,117.99,60.25,20.54,166.2,40.94,13.8,13.65,4.92,6.14,5.06,8.18,1.31,1.83,3.72,5.83,2.62,3.25,4.69,4.66,1.87,1,1.38,1.15,1.26,1,6.12,6.31,2.79,4.8,1.48,1.7,3.44,3.64,3.33,1.42,1,1.45,1,1.16,2.36,3.43,1.65,1
OSBPL1A_prmtr.34244,Deniz,gain,94.02,1045.62,451.59,60.45,857.24,235.99,60.25,41.08,166.2,102.36,55.21,13.65,24.59,2.46,15.18,16.36,3.94,1.83,3.72,1.94,3,4.06,1.56,11.65,6.23,3.34,1,11.11,1.26,1,4.08,6.31,2.09,9.6,2.96,2.26,3.44,1.56,1.67,1.42,1,7.26,1.1,4.64,1.18,1.47,1,1.8
OXSM_prmtr.39075,Deniz,loss,94.02,1045.62,903.18,60.45,857.24,117.99,662.8,862.68,166.2,307.07,262.27,136.5,93.44,98.23,101.22,16.36,76.2,43.87,44.59,48.59,41.62,117.84,159.48,330.75,458.17,224.57,44.07,74.33,223.14,69.8,42.86,75.67,42.53,213.66,209.9,67.35,125.47,149.29,199.96,28.67,111.29,137.88,60.94,422.43,131.79,132.23,280.22,212.33
PACS2_prmtr.57008,Deniz,gain,188.05,1045.62,677.39,120.9,1714.48,353.98,120.51,102.7,166.2,429.89,55.21,68.25,29.51,40.52,30.37,32.71,82.76,34.73,29.72,77.74,79.87,43.88,46.9,109.47,60.38,72.63,40.85,77.39,111.26,35.36,38.78,81.98,39.04,31.21,20.69,70.18,44.69,49.94,98.31,46.01,19.74,42.09,40.38,121.85,27.78,32.32,60.89,48.58
PACSIN2_prmtr.10987,Deniz,gain,235.06,5228.1,1580.57,604.51,3428.95,2359.88,2169.17,698.36,3157.82,327.54,303.68,68.25,29.51,50.34,91.1,376.19,111.67,160.87,271.23,60.25,24.75,81.27,301.75,351.71,64.74,37.57,60.13,37.55,113.77,46.23,208.19,208.09,13.6,127.24,104.95,16.41,72.19,40.05,73.32,10.62,33.21,55.15,11.38,19.73,35.46,35.75,37.61,44.98
PACSIN3_prmtr.47647,Deniz,gain,94.02,2091.24,1354.77,60.45,1714.48,117.99,241.02,20.54,166.2,368.48,234.66,218.4,39.34,7.37,25.31,49.07,5.25,7.31,11.15,25.26,7.12,16.25,14.07,16.3,35.48,24.21,17.9,15.71,27.03,10.88,22.45,18.92,16.73,26.41,35.48,20.94,29.22,8.84,25,21.94,5.38,49.35,9.18,2.32,23.05,6.86,21.86,31.49
PACSIN3_prmtr.47648,Deniz,gain,517.14,2091.24,225.8,544.06,2571.71,825.96,421.78,698.36,831.01,532.25,952.45,354.9,309.81,376.94,637.7,343.48,702.84,535.61,1077.51,540.27,436.85,255.18,287.68,216.61,356.7,274.65,286.44,334.47,392.85,666.31,661.31,378.35,464.7,321.69,418.33,431.81,304.22,537.85,388.26,344.39,642.61,515.25,280.12,416.62,414.89,220.87,287.51,278.01
PAK1_prmtr.38413,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,235.99,60.25,41.08,332.4,40.94,13.8,40.95,14.75,15.96,10.12,16.36,15.76,5.48,14.86,13.6,12.75,33.32,12.51,53.57,54.16,24.21,5.51,9.58,21.37,17.22,20.41,18.92,2.79,19.21,10.35,7.36,8.59,36.93,23.33,19.82,8.08,8.71,11.75,12.77,18.32,49.46,7.29,14.4
PDE4DIP_prmtr.56387,Deniz,gain,94.02,1045.62,1128.98,60.45,857.24,117.99,60.25,20.54,332.4,20.47,27.61,27.3,4.92,1.23,5.06,24.53,1.31,1.83,3.72,9.72,1.12,2.44,3.13,6.99,1,1.67,1.38,1,2.51,1.81,8.16,6.31,1.74,2.4,2.96,2.26,3.44,1.04,1.67,1.42,1.79,7.26,1,2.32,1.77,1.47,1,2.7
PDE4DIP_prmtr.56392,Deniz,gain,188.05,1045.62,225.8,60.45,1714.48,117.99,60.25,41.08,166.2,20.47,13.8,40.95,9.84,3.68,15.18,16.36,18.39,1.83,14.86,15.55,3.37,2.44,9.38,20.96,15.56,7.51,5.05,4.21,12.57,9.97,8.16,18.92,2.09,16.8,7.39,3.96,3.44,8.84,6.67,2.12,10.77,10.16,2.57,17.41,6.5,9.31,4.47,4.5
PES1_prmtr.10694,Deniz,gain,94.02,1045.62,677.39,60.45,2571.71,353.98,180.76,246.48,332.4,204.71,179.45,136.5,83.6,25.78,101.22,57.25,19.71,34.73,26.01,34.98,21,23.57,37.52,74.53,47.93,40.07,42.23,42.91,45.26,29.92,53.07,63.06,25.45,72.02,73.91,19.24,36.09,33.81,49.99,22.3,12.56,26.13,18.72,26.69,12.41,30.85,25.62,18.89
PFKM_prmtr.39782,Deniz,loss,47.01,3136.86,225.8,60.45,857.24,235.99,60.25,41.08,166.2,184.24,69.02,81.9,4.92,4.91,40.49,8.18,17.08,1.83,22.29,27.21,3.37,4.88,6.25,20.96,21.17,7.51,8.26,5.36,6.29,7.25,16.33,18.92,3.49,4.8,4.43,5.09,8.59,4.16,16.66,6.02,6.28,17.42,7.34,5.8,5.32,6.86,4.94,6.3
PFKM_prmtr.39784,Deniz,gain,47.01,4182.48,225.8,60.45,857.24,117.99,120.51,143.78,332.4,204.71,151.84,81.9,73.76,6.14,5.06,16.36,10.51,3.66,3.72,9.72,1.12,8.13,14.07,13.98,14.94,18.37,1.38,1.92,6.29,2.72,2.04,25.22,1,14.4,5.91,2.83,1.72,1.56,8.33,4.25,2.69,39.19,6.24,2.32,2.96,1,1,1
PGAP2_prmtr.38264,Deniz,loss,423.11,1045.62,451.59,664.96,857.24,471.98,301.27,246.48,498.6,102.36,220.86,68.25,93.44,73.67,50.61,147.2,60.43,62.15,204.35,25.26,8.25,18.69,115.7,179.35,31.13,14.19,12.39,13.41,47.77,36.26,71.44,37.83,4.88,45.61,17.74,10.75,37.81,41.09,26.66,6.37,27.82,43.54,17.99,25.53,11.23,24.49,13.16,22.49
PGAP2_prmtr.38267,Deniz,loss,141.04,3136.86,903.18,544.06,857.24,235.99,301.27,246.48,664.8,532.25,634.96,245.7,388.49,251.7,308.73,220.81,120.86,226.68,159.77,124.38,146.24,182.04,121.95,170.03,144.42,183.66,272.66,149.42,139.54,107.88,124.51,239.62,132.47,115.23,243.9,113.75,92.81,137.32,526.57,114.32,194.76,227.87,138.78,71.95,96.33,165.04,123.66,104.36
PHC2_prmtr.29307,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,332.4,20.47,41.41,13.65,4.92,14.73,10.12,16.36,5.25,21.94,22.29,19.43,15.75,24.38,9.38,20.96,21.79,18.37,15.15,11.11,5.03,7.25,14.29,31.53,8.02,4.8,4.43,13.58,6.87,10.4,36.66,13.1,2.69,5.81,15.42,5.8,5.91,12.73,7.76,11.7
PHF19_prmtr.21681,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,120.51,61.62,166.2,81.88,151.84,13.65,9.84,9.82,15.18,8.18,19.71,3.66,18.58,38.87,11.62,9.75,14.07,25.62,19.92,18.37,6.43,19.54,57.83,14.5,12.25,56.75,13.25,4.8,8.87,15.28,10.31,8.84,10,14.51,8.08,13.06,5.14,17.41,26,8.33,9.87,46.78
PIGG_prmtr.54168,Deniz,loss,423.11,2091.24,903.18,846.31,1714.48,353.98,2349.94,944.85,4321.23,1392.04,1780.66,969.16,103.27,81.04,111.34,171.74,168.16,106.03,178.35,283.74,47.25,65.01,226.71,400.62,200.45,85.99,67.94,124.13,475.82,323.64,528.64,308.98,69.72,208.86,171.47,108.66,240.62,37.45,56.66,80.35,175.91,145.14,30.84,59.19,191.49,86.19,110.26,204.23
PIGX_prmtr.45993,Deniz,gain,47.01,1045.62,225.8,120.9,1714.48,117.99,60.25,41.08,332.4,81.88,55.21,40.95,19.67,41.75,60.73,32.71,1.31,27.42,7.43,13.6,16.5,20.32,7.82,4.66,11.83,16.7,13.31,12.64,8.17,6.35,8.16,12.61,13.94,2.4,2.96,18.68,10.31,7.28,11.66,10.97,4.49,11.61,8.08,13.93,2.96,10.28,7.99,11.7
PIGX_prmtr.45994,Deniz,gain,188.05,1045.62,225.8,60.45,857.24,353.98,482.04,143.78,498.6,204.71,234.66,204.75,54.09,58.94,91.1,98.14,97.22,91.4,252.66,42.75,96.37,59.33,96.94,100.16,306.9,119.38,106.04,145.97,175.37,89.75,61.23,119.81,29.28,273.68,103.47,36.22,27.5,203.39,79.98,12.03,52.05,134.98,23.13,454.92,49.64,115.09,176.55,105.26
PISD_prmtr.91442,Deniz,gain,329.09,1045.62,1128.98,181.35,4286.19,117.99,120.51,20.54,166.2,573.19,220.86,95.55,122.94,6.14,65.79,16.36,10.51,21.94,37.16,110.77,27.37,31.69,4.69,27.95,38.6,29.22,15.61,75.86,185.43,46.23,48.99,31.53,26.84,28.81,20.69,5.66,29.22,10.92,15,15.57,12.56,49.35,16.89,40.62,10.05,14.69,14.34,14.4
PKN1_prmtr.23296,Deniz,loss,1974.52,2091.24,903.18,3143.45,2571.71,825.96,1506.37,431.34,2493.02,716.49,2581.27,341.25,496.68,637.24,501.05,670.59,332.37,170.01,211.79,71.91,104.62,118.65,200.13,442.55,240.29,237.09,113.38,64.75,129.48,158.64,204.11,75.67,52.29,266.47,133.04,36.79,61.87,149.81,106.65,53.8,250.4,239.48,5.51,112.57,126.48,118.52,59.71,107.06
PLA2G6_prmtr.59806,Deniz,loss,47.01,2091.24,677.39,60.45,857.24,117.99,60.25,41.08,166.2,122.83,110.43,27.3,24.59,3.68,35.43,8.18,5.25,1.83,3.72,9.72,22.87,74.77,31.27,13.98,136.33,65.95,65.18,31.03,31.43,39.89,95.93,25.22,43.58,9.6,2.96,2.83,3.44,1.56,3.33,129.54,18.85,7.26,28.27,2.32,7.09,1.47,2.12,1
PPIL2_prmtr.10682,Deniz,loss,47.01,2091.24,225.8,120.9,857.24,589.97,180.76,184.86,831.01,20.47,13.8,13.65,29.51,63.85,15.18,32.71,49.92,20.11,37.16,19.43,193.86,57.7,60.98,137.42,85.28,55.1,104.2,119.53,62.86,36.26,20.41,88.28,56.13,19.21,26.61,29.99,27.5,23.41,51.66,10.97,20.64,11.61,5.87,17.41,5.91,15.18,12.69,34.19
PPP2R5C_prmtr.7266,Deniz,loss,235.06,1045.62,451.59,60.45,2571.71,117.99,120.51,20.54,332.4,143.3,110.43,68.25,63.93,17.19,45.55,16.36,14.45,3.66,33.44,5.83,82.12,26.01,40.65,51.24,53.54,21.71,51.87,59.77,16.97,44.42,8.16,18.92,11.5,28.81,34,18.68,27.5,15.61,21.66,18.41,21.54,27.58,3.3,8.12,2.96,6.86,6.11,13.5
PRAME_prmtr.60814,Deniz,gain,893.24,11501.82,4967.49,1813.53,14573.04,3421.82,1687.14,267.02,4819.83,1555.8,938.64,668.85,122.94,22.1,151.83,130.85,26.27,43.87,126.33,52.47,20.62,59.33,54.72,97.83,47.93,24.21,68.85,55.94,49.03,92.47,116.34,132.42,24.4,192.05,193.64,26.6,113.44,41.09,126.64,23.71,114.88,91.44,87.01,31.33,40.78,22.53,27.74,29.69
PRAME_prmtr.60815,Deniz,gain,282.07,1045.62,225.8,241.8,857.24,117.99,180.76,20.54,166.2,163.77,55.21,40.95,29.51,12.28,20.24,24.53,1.31,12.8,22.29,3.89,13.12,4.88,10.94,32.61,13.7,24.21,17.9,17.62,15.71,9.07,48.99,25.22,8.37,9.6,7.39,3.4,20.62,9.88,13.33,23.01,7.18,14.51,7.34,3.48,3.55,13.22,2.59,2.7
PRKACB_prmtr.35058,Deniz,gain,1457.38,1045.62,5419.08,3022.55,1714.48,2005.89,9339.5,1211.87,15456.7,2026.64,993.86,996.46,78.68,72.44,374.52,580.64,206.25,133.45,315.82,50.53,40.12,64.2,423.7,584.63,87.15,71.79,113.38,84.29,285.37,319.1,495.99,145.03,48.46,520.94,263.12,16.41,280.15,137.32,74.99,21.94,284.51,307.7,10.65,11.61,76.24,58.28,108.61,66.58
PRKAR1B_prmtr.62478,Deniz,gain,423.11,7319.34,2483.75,664.96,10286.85,2241.88,843.57,225.94,1163.41,286.6,317.48,273,49.18,24.56,65.79,139.03,19.71,23.76,55.73,42.75,15.37,21.13,28.14,90.84,30.5,31.72,24.33,14.56,35.83,52.58,93.89,176.56,19.17,40.81,63.56,13.58,65.31,20.81,38.33,28.67,21.54,55.15,12.12,15.09,22.46,15.67,6.58,21.59
PSEN2_prmtr.35712,Deniz,loss,10953.89,42870.42,28450.17,17893.47,17144.75,8849.53,6869.05,1088.63,35068.43,16397.36,16398.64,5760.34,2424.41,1814.73,1624.61,7695.48,1056.23,1475.22,2638.03,328.44,166.49,333.2,808.32,696.43,405.88,316.4,356.21,246.35,335.02,851.24,1673.7,435.1,179.19,2175,2258.68,315.22,592.96,377.12,559.89,124.59,1281.62,914.39,247.08,306.37,380.61,216.46,545.4,314.89
PXN_prmtr.9217,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,332.4,61.41,41.41,27.3,4.92,1.23,5.06,8.18,5.25,1.83,3.72,7.77,1.5,5.69,3.13,6.99,4.98,1.67,1.38,2.68,1.26,1,6.12,18.92,1.39,2.4,4.43,1.13,1.72,2.08,8.33,1.77,2.69,2.9,1.47,2.32,1.18,2.94,1,2.7
RAB5B_prmtr.17768,Deniz,loss,47.01,1045.62,225.8,60.45,2571.71,117.99,241.02,20.54,831.01,266.12,165.64,81.9,49.18,23.33,60.73,8.18,28.9,43.87,37.16,21.38,19.5,28.44,23.45,51.24,34.86,29.22,55.08,44.44,55.94,46.23,65.32,37.83,14.29,55.22,69.48,18.11,60.16,26.01,49.99,28.67,43.98,31.93,22.76,10.44,31.32,24,46.31,27.89
RASSF7_prmtr.10527,Deniz,loss,47.01,1045.62,225.8,60.45,857.24,353.98,60.25,123.24,166.2,81.88,27.61,13.65,24.59,100.68,30.37,8.18,59.12,49.36,33.44,124.38,120.74,64.2,51.59,95.5,164.97,163.62,107.41,109.19,144.57,38.07,20.41,56.75,89.59,14.4,16.26,84.89,32.66,82.71,94.98,127.42,17.05,40.64,169.61,35.98,44.92,66.6,51.25,107.06
RBFOX2_prmtr.11066,Deniz,loss,893.24,3136.86,677.39,1632.17,1714.48,3303.83,3615.29,698.36,4653.63,3275.38,1104.29,1501.51,565.53,218.55,465.62,425.25,292.96,219.36,390.13,289.57,223.49,504.67,592.56,745.34,339.89,322.24,347.49,292.71,536.79,564.78,753.16,416.18,234.27,936.26,931.26,244.48,513.9,299.1,226.62,235.73,873.26,486.22,258.46,220.5,262.41,192.47,350.75,321.19
RBM4_prmtr.54042,Deniz,loss,141.04,1045.62,225.8,60.45,2571.71,117.99,120.51,20.54,664.8,20.47,55.21,27.3,9.84,14.73,5.06,16.36,11.82,7.31,14.86,5.83,1.5,2.44,9.38,34.94,8.72,22.54,3.67,2.3,8.17,13.6,6.12,18.92,1.05,9.6,2.96,1.7,1.72,2.6,16.66,1.42,2.69,1.45,4.41,6.96,7.09,18.61,3.53,6.3
RCC1_prmtr.57400,Deniz,gain,423.11,1045.62,451.59,181.35,857.24,235.99,60.25,82.16,166.2,204.71,207.05,204.75,142.61,116.64,480.8,294.41,225.96,350.98,393.85,180.74,170.24,140.59,115.7,76.86,52.91,107.69,151.02,163.59,64.74,213.94,224.52,195.48,114.34,304.88,385.81,257.5,106.56,135.24,246.62,76.81,141.8,113.21,177.69,48.74,66.19,62.69,147.4,117.86
RERE_prmtr.34898,Deniz,gain,141.04,1045.62,451.59,60.45,1714.48,117.99,60.25,20.54,166.2,20.47,27.61,13.65,122.94,9.82,80.98,24.53,1.31,1.83,3.72,3.89,7.5,4.06,15.63,9.32,1,33.39,7.34,18.77,3.14,1,32.66,18.92,2.09,86.42,2.96,20.37,1.72,34.33,108.31,34.33,11.67,10.16,10.65,6.96,1.77,24,9.64,2.7
RFXANK_prmtr.4485,Deniz,loss,235.06,5228.1,1806.36,241.8,5143.43,943.95,361.53,102.7,997.21,102.36,151.84,136.5,4.92,6.14,35.43,16.36,3.94,7.31,3.72,15.55,5.62,7.31,7.82,18.63,8.72,4.17,3.67,7.28,3.14,7.25,12.25,37.83,3.49,7.2,11.83,1.7,22.34,6.76,16.66,4.25,2.69,13.06,4.77,6.96,3.55,5.88,1.65,3.6
RGL1_prmtr.35328,Deniz,gain,2726.72,2091.24,1128.98,3566.6,4286.19,2595.86,241.02,1437.81,166.2,245.65,593.55,273,1804.78,2999.58,1158.99,2984.96,3269.85,8971.97,3600.36,682.13,465.72,505.48,206.38,158.39,324.95,277.99,383.75,366.65,147.08,329.98,134.71,390.96,432.98,148.84,271.99,938.88,115.16,246.04,1834.65,939.37,225.27,433.97,815.03,56.86,278.96,282.58,622.75,497.53
RGL1_prmtr.35329,Deniz,gain,376.1,3136.86,1354.77,423.16,2571.71,471.98,1144.84,61.62,1495.81,511.78,455.52,423.15,34.42,23.33,126.53,73.6,14.45,12.8,40.87,34.98,10.12,14.63,40.65,41.93,26.77,19.2,7.8,10.34,18.23,42.61,55.11,25.22,6.62,50.41,68,11.88,41.25,16.65,36.66,10.26,35,31.93,19.46,13.93,14.78,8.33,7.05,15.29
RGS3_prmtr.32653,Deniz,gain,141.04,2091.24,677.39,664.96,857.24,1887.9,602.55,164.32,332.4,307.07,331.29,313.95,93.44,61.39,177.14,163.56,82.76,96.89,104.04,46.64,29.25,47.14,67.23,163.04,41.09,44.25,28,45.21,123.83,82.5,195.95,56.75,26.49,134.44,102,36.79,58.44,63.46,56.66,19.11,44.87,40.64,27.9,30.17,15.37,23.51,55.01,33.29
RNF220_prmtr.61838,Deniz,loss,188.05,1045.62,1580.57,181.35,1714.48,117.99,60.25,20.54,166.2,266.12,151.84,40.95,44.26,7.37,20.24,32.71,10.51,20.11,14.86,11.66,60.37,17.88,14.07,39.6,79.06,15.03,18.82,50.19,43.37,23.57,20.41,25.22,6.97,4.8,11.83,8.49,13.75,10.92,33.33,13.8,2.69,42.09,12.85,5.8,9.46,16.65,8.23,8.1
ROM1_prmtr.38554,Deniz,gain,141.04,1045.62,677.39,362.71,4286.19,471.98,482.04,287.56,166.2,266.12,276.07,232.05,108.19,97,91.1,114.49,190.49,140.76,137.48,310.94,151.12,133.28,243.9,307.45,202.94,171.14,98.23,192.33,346.97,145.05,61.23,245.93,153.04,139.24,217.29,147.14,218.28,134.2,161.64,116.8,175.91,103.05,90.68,317.98,91.02,140.55,248.02,188.04
ROM1_prmtr.38556,Deniz,gain,705.19,1045.62,1580.57,1692.63,857.24,3185.83,723.06,575.12,5318.43,1310.15,800.61,723.45,717.98,353.61,506.11,449.79,222.02,290.66,445.86,155.47,160.12,192.6,298.63,472.83,178.04,167.8,184.07,157.85,207.43,198.53,569.47,523.38,140.84,266.47,357.72,131.3,393.59,214.31,458.25,131.67,155.27,384.62,102.8,138.1,171.98,156.23,296.44,235.72
RPH3AL_prmtr.57787,Deniz,loss,94.02,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,20.47,13.8,13.65,4.92,15.96,10.12,16.36,10.51,9.14,11.15,1.94,8.62,13.82,17.2,37.27,22.41,17.53,19.74,26.44,15.09,23.57,22.45,12.61,8.37,9.6,5.91,10.75,13.75,14.56,56.66,13.45,19.74,2.9,66.45,17.41,2.36,10.28,11.28,14.4
RUFY3_prmtr.1908,Deniz,gain,47.01,1045.62,225.8,120.9,1714.48,117.99,723.06,20.54,332.4,61.41,55.21,68.25,4.92,2.46,10.12,8.18,3.94,3.66,7.43,9.72,1.12,4.06,3.13,9.32,2.49,3.34,1,1.15,3.77,4.53,4.08,12.61,1.39,12,1.48,1,8.59,1.04,5,2.12,5.38,5.81,3.67,3.48,1.18,1.96,1,1.8
S100A13_prmtr.63108,Deniz,gain,282.07,1045.62,1128.98,423.16,857.24,589.97,120.51,246.48,997.21,307.07,193.25,191.1,270.47,397.82,131.59,155.38,136.63,104.2,89.17,116.6,110.99,130.03,107.88,149.07,178.04,208.7,184.99,144.05,145.2,77.06,95.93,201.78,96.57,72.02,295.64,178.83,92.81,152.93,346.6,248.82,72.7,153.85,430.65,125.33,102.84,215.97,133.06,137.65
SCNM1_prmtr.45037,Deniz,loss,329.09,1045.62,225.8,725.41,857.24,707.96,180.76,61.62,664.8,102.36,262.27,81.9,132.78,159.62,131.59,204.45,110.35,127.96,185.78,73.85,84.37,107.27,60.98,139.75,128.24,96,105.58,83.9,96.8,99.72,144.92,94.59,57.87,146.44,158.17,68.48,130.62,102.47,196.63,72.56,48.46,116.11,78.2,63.83,47.28,58.77,67.23,54.88
SCNM1_prmtr.45038,Deniz,gain,94.02,1045.62,451.59,120.9,1714.48,589.97,783.31,246.48,3822.62,61.41,27.61,40.95,14.75,2.46,10.12,16.36,1.31,27.42,104.04,7.77,779.21,1,50.03,55.9,393.43,12.52,3125.09,6879.76,54.06,325.45,10.21,18.92,2.09,9.6,4.43,1.7,6.87,1.04,3.33,1.42,4.49,42.09,4.41,11.61,2.96,2.94,1,2.7
SCO2_prmtr.26552,Deniz,gain,47.01,2091.24,225.8,120.9,857.24,235.99,60.25,41.08,166.2,40.94,27.61,95.55,14.75,25.78,5.06,32.71,26.27,5.48,26.01,3.89,59.25,46.32,89.12,46.58,18.05,22.54,33.97,22.6,38.97,47.14,140.84,63.06,111.9,9.6,57.65,59.99,44.69,48.9,44.99,35.75,105.9,30.48,103.53,47.58,27.19,27.92,30.56,42.29
SDCCAG8_prmtr.3646,Deniz,gain,1645.43,4182.48,2483.75,664.96,1714.48,2123.89,1626.88,1355.65,2659.22,1453.45,676.37,2593.52,132.78,251.7,349.22,490.68,876.25,343.67,1177.83,118.55,268.48,767.16,317.39,381.99,321.22,398.21,412.67,549.4,681.36,607.38,2163.56,428.79,465.4,2237.42,1371.76,728.35,692.65,262.68,588.22,574.1,1471.89,664.75,3609.27,226.3,286.05,187.08,876.64,252.81
SEC14L1_prmtr.26140,Deniz,loss,47.01,3136.86,451.59,120.9,1714.48,235.99,60.25,41.08,332.4,327.54,151.84,109.2,34.42,1.23,15.18,16.36,1.31,1.83,3.72,11.66,1,3.25,1.56,2.33,16.81,10.85,1.38,1.53,1.26,4.53,4.08,6.31,2.44,12,8.87,5.09,3.44,1.56,6.67,2.83,1,15.97,3.3,3.48,1,2.45,1,3.6
SEC22C_prmtr.10078,Deniz,loss,47.01,1045.62,451.59,120.9,1714.48,117.99,60.25,41.08,332.4,266.12,179.45,136.5,34.42,6.14,55.67,65.42,35.47,36.56,48.3,33.04,5.62,10.56,10.94,32.61,19.3,30.05,13.31,19.54,16.97,22.66,10.21,37.83,15.69,14.4,31.04,8.49,48.12,12.48,16.66,13.8,21.54,40.64,22.03,12.77,7.09,5.39,18.57,6.3
SENP1_prmtr.7507,Deniz,loss,94.02,1045.62,225.8,120.9,857.24,1297.93,60.25,143.78,166.2,266.12,69.02,163.8,88.52,67.53,167.02,122.67,80.14,155.38,178.35,141.87,60,85.33,50.03,121.12,74.7,79.31,114.3,96.93,100.57,59.83,87.77,113.5,72.51,36.01,122.69,67.35,97.97,54.62,111.65,70.79,55.64,82.73,52.13,68.47,28.96,52.89,131.88,110.66
SENP1_prmtr.7508,Deniz,loss,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,1412.51,41.41,68.25,49.18,1.23,25.31,8.18,5.25,3.66,3.72,7.77,9,4.88,71.92,13.98,10.58,35.06,4.13,1,3.77,1.81,46.95,6.31,10.46,21.61,62.08,4.53,8.59,3.12,5,2.83,35.9,30.48,4.04,1.16,2.36,2.94,10.81,5.4
SEPHS1_prmtr.8597,Deniz,gain,94.02,1045.62,451.59,60.45,1714.48,235.99,180.76,20.54,498.6,102.36,69.02,68.25,9.84,2.46,15.18,16.36,6.57,10.97,18.58,11.66,23.25,21.94,14.07,34.94,33.62,15.86,13.31,19.54,28.29,18.13,57.15,18.92,7.32,16.8,32.52,14.15,22.34,13.52,11.66,10.97,16.15,29.03,22.76,18.57,11.23,17.14,13.64,9
